Country Name,Albania,Angola,Australia,Azerbaijan,Bangladesh,Belarus,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Croatia,Czech Republic,Denmark,Ecuador,"Egypt, Arab Rep.",El Salvador,Estonia,Finland,France,Georgia,Germany,Ghana,Guatemala,Honduras,Hungary,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, Rep.",Kyrgyz Republic,Latvia,Lithuania,Malaysia,Mexico,Mongolia,Morocco,Nepal,Netherlands,New Zealand,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,Saudi Arabia,Senegal,Slovak Republic,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Tanzania,Thailand,Tunisia,Turkey,Ukraine,United Kingdom,United States,Uruguay
Albania,1.0,0.6762867621741643,0.46883958425914457,0.42466377861773497,0.17729557471392346,0.2735689701935223,0.5989432315433062,0.3119864749366316,0.6801109767744006,0.6538328929828783,0.2062782793147016,0.10612282563484918,0.20730278940112026,0.4183710937204371,0.39948431139123536,0.5646796862538196,0.5953729776378911,0.7235413325334297,0.5752719172006779,0.599145303915146,0.42529408841693156,0.5420007150939424,0.7117961506677583,0.517892023235126,0.3739457154928152,0.3924047342501817,0.16005934657968493,0.5966952734592834,0.363335682893035,0.2972485380076547,0.6113078794113606,0.44760882874575,0.14232637954870653,0.173628304468254,0.6417761009064777,0.4072192549977279,0.3661209473584542,0.27669231267809735,1.3287997575735486,0.4274851656083612,0.3625416006232163,0.5424155242738289,0.5046731813793164,0.911056318388226,0.9598200670922246,0.37625095212807697,0.3327705715958054,0.3069435864932652,0.31367590955177416,0.2537525170292239,0.36979559920842336,0.23180711314320196,0.2394784323626548,0.2871194127165533,0.7983917643382948,2.1045459004728406,0.4620900741343825,1.4696089429537136,0.28279779478499395,0.254993598116411,0.11023728392289768,0.4395562779154102,0.7257492411353982,0.39344587438476003,0.5818872438075519,2.466935567686391,0.17675179879126604,0.9928081116788322,0.7289371015416544,0.5971871284840063,0.1813818692069138,0.35462183717811513,0.3291645876390551,0.18378492294831425,0.1855187046520422,0.5601521518088164,0.18132021399557535,0.3692305166084964,0.3902510799239114,0.36365925564820567,0.18396816568327823
Angola,0.6762867621741643,1.0,1.0460748973577558,0.30696799105901895,0.5775142227028693,0.8251143756364522,1.0811964402596466,0.717959022451589,1.3121160353534538,1.208279437794189,0.8540350865599265,0.6942796774595192,0.7713064580009985,0.4752999246731305,1.0489067802750494,0.23655116467749424,0.6308204453877888,1.3108019994859685,1.179712784451555,1.1896367663263536,0.5328462376428967,0.6135724302913325,0.5499264344364468,1.0633392349978468,0.9487007263602224,1.0042128843133076,0.5854808622258304,1.227947621694758,0.9715608772543346,0.8907639378876949,0.46130733131028495,0.6232707692975539,0.6377809102526846,0.8083330344315831,1.2469232332011462,0.9625642765919714,0.4929990042179502,0.9084411345580555,1.8086640967308083,1.0814764817360314,0.37941867524693845,1.1762018029849972,1.0607848914076692,1.496525464790219,1.532479286878427,0.9762915626537275,0.8813667720152903,0.9136055592279768,0.39328638268248667,0.4569569081735905,0.9448758726200827,0.7196524675535778,0.8855664337871244,0.7936404486266648,1.358444590731478,2.6425612334216644,0.23968505646329347,0.8689297678751221,0.7517830033976994,0.6022015344807741,0.7162330980123637,1.083843744367694,1.3689727202446171,0.9539280677104465,1.1850726649181207,2.7497837745510623,0.8267209919856341,1.5705165581639782,1.244322134921402,1.1759977750443211,0.8056415697432386,0.6899451904737969,0.6428513576023296,0.5557688063395203,0.6934654347277407,1.1777036430876582,0.8303475355803059,1.0167738329451235,0.48450340439831424,0.4972042034442195,0.6914617443132813
Australia,0.46883958425914457,1.0460748973577558,1.0,0.7686673139395164,0.5028816518556795,0.3264176818654969,0.6988087470720143,0.48081878252031335,0.532357271860124,0.40081999603519497,0.341667046238253,0.4557014731781522,0.3969967611456996,0.7861140389367087,0.27970738066456136,0.891561504769244,0.8217967127055402,0.6927934845264242,0.3081606028050572,0.41781870345310623,0.6711571759886305,0.9194204543521636,1.0765804239837578,0.43574874078873865,0.17997925936724302,0.26857623303873734,0.5780361987805115,0.29787077266895595,0.5312917152942023,0.31039887767554997,0.9660174604145747,0.588224764796155,0.4810323959917858,0.39461549751642117,0.297087380194166,0.19371343808481936,0.6276816847524437,0.23566966959363492,0.9407896345247472,0.3970487265621941,0.7765986295645637,0.26299242500130937,0.2622605071438035,0.519523732967579,0.6810808678388969,0.23207579922495697,0.26030273257734504,0.3293837470255599,0.7234277514138214,0.6286702371533158,0.34077469160916063,0.3905680680720145,0.3072123396220908,0.36075006965456546,0.44374475177733286,1.7251461817282,0.8584921370803137,1.8149880158675828,0.601921706809429,0.5469621295293318,0.48043087501504217,0.23733593657058585,0.5662533330687901,0.2585008254875708,0.29082862744030025,2.1796257688101,0.3376862072996962,0.6364362665762322,0.360456577737798,0.2580154290109132,0.3220448905594661,0.4590470752698927,0.4973834629167059,0.5228467898831026,0.48055427634891534,0.459997924115903,0.39169340123869495,0.3836216331834482,0.6972111713717998,0.6173125104695226,0.42111404637318467
Azerbaijan,0.42466377861773497,0.30696799105901895,0.7686673139395164,1.0,0.32660481932455476,0.5630880792002207,0.8852981631394792,0.4764709255882114,1.070997227193162,0.9506155484072593,0.5867601065848623,0.44048024453415674,0.4962837514990055,0.3440518430100699,0.7873770010983091,0.24687986540879,0.5302166407751446,1.0892370765317287,0.9121148260792162,0.9356335356757163,0.35806351255907937,0.533375851940589,0.5562356158222597,0.8096239911778939,0.6761431291361111,0.7442567950061603,0.3543075126116214,0.9585354510109192,0.7362242088220896,0.6116710752978862,0.41143880706434305,0.4298717288849584,0.3827674846988512,0.5581329609809327,0.9779855170473127,0.6876906786854412,0.28891159589843557,0.6327527117289835,1.564325516752896,0.8250410562046111,0.249309036575267,0.9025280111711719,0.7998716122637703,1.2282422846253533,1.2898942317875979,0.7012270377048013,0.6115840703637394,0.6467340314576232,0.2079441524934378,0.22478207996847654,0.6814920720655521,0.4567370990031027,0.620721519753719,0.539943050534692,1.0974791668047432,2.401604735123522,0.17877607842883628,1.13462167282352,0.5442396441350805,0.384129984454396,0.47876866698307946,0.8225170171411179,1.1126740946003806,0.6837075171178418,0.9088102103210559,2.5658435723149893,0.5633677320952443,1.3141679735753318,0.9871229854513857,0.9072615791357457,0.5409391200175158,0.44065030246295117,0.4019856081700414,0.3040330498865806,0.4325649743749489,0.9160733710927228,0.5753102857562771,0.7582936260447587,0.3129838151770782,0.29574818277748127,0.4309077438928753
Bangladesh,0.17729557471392346,0.5775142227028693,0.5028816518556795,0.32660481932455476,1.0,0.28124063277301314,0.6721087828944644,0.273271875889087,0.7813738422219723,0.6809802106686097,0.32995969863387115,0.1855032500456058,0.25755070456139567,0.37325207105390124,0.4931853244117988,0.4374059103447927,0.4949221430339636,0.8600183351611473,0.6262119124290074,0.6539256785751465,0.29955763473650654,0.5570285265846283,0.7147549214113769,0.5696994810890785,0.4016861539099399,0.443749640165367,0.17171517092077515,0.6710662186834098,0.525743590422129,0.3853569264988613,0.5905989448131195,0.3266545237408272,0.13839230720247303,0.27568880951159336,0.6895753961234661,0.41782895686518523,0.21790797601251438,0.35155832800242537,1.3498440143145285,0.5659985858315705,0.3061739947903076,0.6219148816750663,0.5352828103571474,0.9538149283717783,1.0021892751549573,0.4308687055872622,0.3374806828850685,0.39310480930419217,0.25712542741266103,0.1457418796237433,0.44126948864157384,0.1881845657166878,0.33685643464359627,0.2756504998176625,0.8186662171413298,2.1539530267135008,0.3827580296385699,1.3894141305209196,0.3895384458855763,0.14709050754944292,0.23627277446117118,0.5252009459099239,0.8594844893765787,0.44291053256952767,0.6421476141839298,2.4610973243624166,0.27633422345427644,1.0379096051227645,0.721820781676594,0.6275400063920668,0.2414447339372416,0.2529099899079576,0.22316331417802357,0.044046974867849926,0.2639282633905038,0.6835711263921755,0.31211665222559676,0.5015914955314331,0.31274548925441154,0.213231775431573,0.17956482131089713
Belarus,0.2735689701935223,0.8251143756364522,0.3264176818654969,0.5630880792002207,0.28124063277301314,1.0,0.5773358581791861,0.2563591249129382,0.5750537435970854,0.4865940514743262,0.25716870230444594,0.22728505025497062,0.22613709033856141,0.5123449798106761,0.291413516216673,0.6604010472260446,0.5757756723417538,0.7326041252752964,0.39094569125468676,0.43554178964816154,0.4109328606122162,0.7340816022945729,0.9011225481159559,0.4660323306855038,0.24391028893870517,0.2717267274070373,0.33456630504281226,0.44967692029864875,0.459965730406197,0.2577178348425466,0.741466808918616,0.4442051709435776,0.24200570188223494,0.2239981685852176,0.48612663043276266,0.24526650181305415,0.3833172533542623,0.17908826347074783,1.1926535249566066,0.423195515862479,0.5245548140674409,0.42190413107560204,0.4464763852105737,0.7435739240179868,0.8018326488142239,0.30277366610262646,0.20159319371198803,0.2775575537673499,0.4877341101062777,0.3832778638539907,0.30195522524541135,0.20062280626215945,0.1905657872661756,0.2749348624208416,0.5877266807528646,1.9411118559808793,0.6333959510547198,1.617247839448463,0.4157503190491804,0.2871735335588852,0.3210099946772857,0.33497340337589787,0.6818542329582471,0.3595906014321351,0.4684161996151368,2.3498765705193114,0.18346486456991953,0.8344636004389924,0.5303830694163684,0.4082669131604684,0.15463400362554833,0.34386805394042474,0.3573653985405784,0.28673114798514804,0.337418877785832,0.5143941346605727,0.2574010393383312,0.35686109466501637,0.4965175494580823,0.4049480589576837,0.24957665590368408
Belgium,0.5989432315433062,1.0811964402596466,0.6988087470720143,0.8852981631394792,0.6721087828944644,0.5773358581791861,1.0,0.5961906526235918,0.5300804165695477,0.67633076517617,0.5610078512724437,0.5465744318892162,0.5426034103720806,0.6837260872289449,0.5410252410596398,0.9833639685485774,0.7427850929057213,0.6483573307545504,0.6343703112115524,0.5374950930964894,0.7327085318783721,0.6958359073493229,1.0568165992126897,0.7084111118362202,0.6927178419499131,0.5952577015825216,0.5827040364984611,0.6326367970772899,0.5260175759508439,0.6009842530204139,0.9866176476264507,0.8964096582014581,0.5880171249055262,0.5160673776567657,0.7179903527615603,0.6998679078766483,0.7859150116185991,0.5533902011848757,1.4927961153663898,0.566439599332094,0.7422491676247436,0.6638061927125434,0.7803360088166807,0.9171360768506275,0.8898716775707516,0.6204113213689132,0.650544632647651,0.6521119237480489,0.730396702958851,0.7099607740157676,0.5005127656614037,0.6603972200540533,0.5069084205662759,0.6918077611122457,0.8388818124008732,1.978080528994389,0.8799366624988411,1.8165988295896265,0.519826576745357,0.6288414065968767,0.5721347195305765,0.5851715259832456,0.6933924988967622,0.7730305155829432,0.6687147714374623,2.455728160986496,0.5276730421186285,1.0473659028441555,0.8587304537600865,0.7067148789113786,0.5507350063492471,0.7721474157981636,0.7928690524929236,0.6749543514654066,0.7136425165767494,0.5804091341396453,0.5112353914697407,0.5600565364579644,0.7692007788559586,0.8134315968173457,0.6142479452753503
Bolivia,0.3119864749366316,0.717959022451589,0.48081878252031335,0.4764709255882114,0.273271875889087,0.2563591249129382,0.5961906526235918,1.0,0.6932418589636704,0.6894110766779921,0.3873133617246481,0.26206994243351855,0.28597829286056564,0.40788778210700555,0.4689128599941041,0.5765124667449708,0.4317224386421231,0.8605579616916366,0.5768163145703369,0.5982638574670979,0.3292135371311783,0.6656065142485258,0.8251008861349837,0.586590636381529,0.42277708855088963,0.4416345022398944,0.30002239800642805,0.5933685354971137,0.539483820972666,0.36684648646479107,0.6682287032889577,0.4214381102332839,0.24552852502971298,0.3391352489346806,0.648575734529799,0.3791642352168083,0.32183167579902816,0.3485018525138693,1.320519226494234,0.5662412345509804,0.429088448129959,0.6004307215651121,0.5574613314422863,0.8907484668437426,0.9522479399015311,0.4446324975802484,0.36290654439397285,0.43202525063386116,0.4003235224481723,0.3174239104429103,0.36777364177068883,0.2433032460826736,0.3375297247700198,0.35315451671204473,0.7571106977531594,2.0759420416488514,0.533764739466986,1.5179001709426578,0.4312084139678323,0.2565370198102576,0.3482314137839849,0.4881162245112936,0.8180141906319496,0.49339575385637646,0.620461725266498,2.448795827603129,0.3066392595558803,1.000447950118231,0.684712871139014,0.5707454576065271,0.28320790354420017,0.3795486629078078,0.3931065123471311,0.26909093393302186,0.4001665744798285,0.6376606614178043,0.34449722576875946,0.5080818107090017,0.37735314479913623,0.3820487331909196,0.2889709505747021
Brazil,0.6801109767744006,1.3121160353534538,0.532357271860124,1.070997227193162,0.7813738422219723,0.5750537435970854,0.5300804165695477,0.6932418589636704,1.0,0.5513174053468722,0.5487207751748331,0.6441072931801286,0.635332001529506,0.9368012966842447,0.3357240697533598,1.1774895357903195,0.9808131539937531,0.4771606722565972,0.41208369563475156,0.409929468022714,0.9163976660080331,1.0184431637786584,1.2522490071282901,0.5845863358388775,0.556831314164893,0.45944958683718473,0.7570365716680928,0.32549969874842016,0.5006771553916182,0.5592336936116812,1.1601323335552105,0.945860528421213,0.7032580914735934,0.5452377760408851,0.4422692931606034,0.5644676931339537,0.9183091933778849,0.4952715501898509,1.1364959304891105,0.3765266212042806,0.9618591410664753,0.4086624545259617,0.6115338935253136,0.5719552012008616,0.5657591563244441,0.5415551027181571,0.6145327117883645,0.5527694290179145,0.940233883057703,0.8767960612793577,0.48847882796010184,0.6886821558402847,0.47397858130932546,0.6808899596245978,0.5427786741815073,1.6272605642297682,1.0987390074121413,2.045457005122921,0.6952487646677222,0.7650914328974038,0.6458359188375096,0.3413588393574826,0.33443866849602816,0.6406547808045159,0.4940960317763045,2.3587552849060813,0.52864695461989,0.6633945789029277,0.6397199065476652,0.48907009407872737,0.5579785540624116,0.8325553923348207,0.8580127013109802,0.7945264053035015,0.7571252294033413,0.36619953830867746,0.5320865532008185,0.4238034325753536,0.9612040444211131,0.9281448313004618,0.6842033515257553
Bulgaria,0.6538328929828783,1.208279437794189,0.40081999603519497,0.9506155484072593,0.6809802106686097,0.4865940514743262,0.67633076517617,0.6894110766779921,0.5513174053468722,1.0,0.5141808122241667,0.6299084044790818,0.5310736063487348,0.9270961378026248,0.40526591486423164,1.0434944473383057,0.929225571003515,0.7134679646238267,0.273842008830739,0.349707633448418,0.8154007170814759,1.0177640555051177,1.2487244120696221,0.4350880598997992,0.4130400691082898,0.3836832449431022,0.7186590980014772,0.3746632974817492,0.6673341437403689,0.5207124059183806,1.1319770358901327,0.7757580754681739,0.6603830860077634,0.5395080792532283,0.3150200783930205,0.4364185782228505,0.7971769461179496,0.4358375894616329,0.9725517917440449,0.5157922773428237,0.9373942537197179,0.33343580654309757,0.47232459909915137,0.483874572703064,0.5074602718273059,0.3837177639906418,0.41205696722513147,0.5236424737630846,0.8954733548321585,0.7996171757592205,0.5441594712945789,0.5941464674434208,0.4822937870175987,0.5452075756093986,0.35759304124309027,1.5979029914153537,1.0293205627337851,1.9642257520455815,0.7463249637567247,0.6851815492021099,0.662499435999449,0.4202398362537394,0.6296870132573221,0.5002738840314706,0.29547827301534657,2.0267838532629168,0.5179730241617738,0.543512626417926,0.3707575480193326,0.3065586357490162,0.508084004817772,0.6137026104678521,0.6424199980516293,0.7012602089682274,0.6679020978236244,0.577905818966722,0.5619911100252343,0.5142786419407362,0.8658913145115315,0.7757523799233816,0.6149522798869085
