Country Name,Albania,Angola,Australia,Azerbaijan,Bangladesh,Belarus,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Croatia,Czech Republic,Denmark,Ecuador,"Egypt, Arab Rep.",El Salvador,Estonia,Finland,France,Georgia,Germany,Ghana,Guatemala,Honduras,Hungary,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, Rep.",Kyrgyz Republic,Latvia,Lithuania,Malaysia,Mexico,Mongolia,Morocco,Nepal,Netherlands,New Zealand,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,Saudi Arabia,Senegal,Slovak Republic,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Tanzania,Thailand,Tunisia,Turkey,Ukraine,United Kingdom,United States,Uruguay
Albania,1.0,0.7918040820630831,0.511268214531945,1.012024738528354,0.5919059575943886,0.5409706014983382,0.5215930577801801,0.45840677078972303,0.7296053592439204,0.27406633930122326,0.4030638585861026,0.3702024228685062,0.5486760582703607,0.43590571712155946,0.4651519294697742,0.502558966239653,0.32310091878522235,0.31952859102921816,0.391915668305427,0.539920530751844,0.38431511697318876,0.7100784603472704,0.540656434640707,0.38442287817304754,0.5495934722149829,0.5872271822703452,0.4603642189968719,0.5170062803903869,0.5828431502270744,0.4669898177397221,0.4731427737655331,0.3774366978755641,0.3560468052944746,0.37779064205995566,0.5247480238841921,0.602452424581079,0.6633846325296111,1.1638332930334978,0.40780315045285814,0.7904125272732536,0.33247475470353766,0.4492739223500076,0.41966274338024434,0.37033395274964853,0.3536061904332874,0.47885766218972126,0.805333254791464,0.8306918472580741,0.34028791283327725,0.44940992069668934,0.5367404801579432,0.34470778633094357,0.5744548907255743,0.30197861712913926,0.6117032583735841,0.6460171070233335,0.40882108482811685,0.3818665013817923,0.5006863992857084,0.4001409087160382,0.4346333348457819,0.25796980542774395,0.5340734765955916,0.4235166726246624,0.8330774005437029,0.5606910859009375,0.37460646861177416,0.28452129150540423,0.6085831669151264,0.5290773043774888,0.28872418846870107,0.5703838162967246,0.5075272686076636,0.5235917486657681,0.3592307422757265,0.5846795279668979,0.48574257092206086,0.7513323401864364,0.7226525366081631,0.6315483092447735,0.44527998073646574
Angola,0.7918040820630831,1.0,0.6857751848841958,0.46267077991919753,1.3294480491394833,0.42548278975934545,1.0037205628855692,1.0431701301665048,0.6420699403019046,0.7526537653495549,1.045540382518225,0.9631282251828375,0.9522710136388479,0.7887304473577568,1.042691572536186,0.722423533691471,0.999925156776106,0.744113214437353,0.6994442972206959,1.0213819995144586,0.750624772285945,0.8894513796250062,1.2143033424568854,0.7952370928584012,0.9523171290389879,1.035943545673483,0.6693172367053175,1.0322395960518276,0.872413286573114,1.017705268967083,1.1471292443892955,0.7950705602030235,0.9721729493370396,0.7739921829835039,1.330516364043328,1.0646230758668536,1.2658439189216342,1.4990969708228898,1.0523248454480378,0.48195147728437465,0.9854223776176997,1.0444991994242074,0.7645348612455176,0.7333019410940274,0.7554241832028978,0.8604049495790955,1.306555263042681,0.6704026888996347,0.9903820439661155,1.107119048354959,0.9710695185154248,0.8083398351401507,0.456323443642561,0.9461264225566406,0.7993011641715251,0.7701355657410003,1.046014649140109,1.0661394321209023,0.7763258355245295,0.8667756249380838,0.9870459701151364,0.9021155292987848,0.9651343844968263,0.7924667676220889,0.4506360572166328,0.8009978481031699,0.9619102282526211,0.7739323856586342,0.8763001111998443,0.835533639085292,0.8211240062579865,0.9264936030683631,0.8368876394205405,0.9962753058195697,0.9921572126633098,1.0171809037575308,0.7153974341368889,0.523115201937944,1.1299480466599459,1.2872870662727194,1.027618772535189
Australia,0.511268214531945,0.6857751848841958,1.0,1.1159489706616836,0.7735070233379434,0.6371440708140967,0.5332877117141028,0.6353853767571764,0.39692648403125674,0.5570740082091402,0.6947470308517045,0.42587847130769874,0.50274058529742,0.3580613690094488,1.0394174842190764,0.2482593313891861,0.5881747246473621,0.3174833311242695,0.38269979459876957,0.5502243725995546,0.47969801104780563,0.43938362098430317,0.649802563085077,0.5774969392445057,0.5238462886973332,0.6197000033962048,0.6126088073912874,0.5012006419297025,0.8871266045698322,0.6704891198449898,0.6123086061951433,0.41448871428247974,0.6877720529620461,0.5900929869298663,0.6632914158324774,0.6450599270094537,0.7299337281294216,1.1030851927410334,0.5169420605565598,0.6421664186160917,0.7163440573527914,0.520177664324941,0.5225913710354348,0.5840395306196169,0.5750086323968959,0.3067602395801224,0.8071448609167853,0.8518524436087282,0.45899769575767363,0.7511846363539885,0.5146365569526601,0.3625245660046027,0.5230505476221196,0.41841792382511656,0.4239606137734152,0.44438788825706654,0.5731968324061328,0.7070318434542427,0.49429446721397996,0.42219361704709624,0.5544197657799359,0.45989738983154627,0.5390336148151826,0.595794094728822,0.7180318568540269,0.31262293602297375,0.49886574627011665,0.4382791053657201,0.37148377774646746,0.4643374262885649,0.723022114194876,0.48941434151845864,0.4000897413840844,0.5790755369612979,0.4903096557164398,0.6103566027036258,0.3821420050848584,0.7180702585882229,0.6859373099002228,0.7581895191076412,0.6765129890290607
Azerbaijan,1.012024738528354,0.46267077991919753,1.1159489706616836,1.0,1.609523950916917,0.5172223803909465,1.3292609541868752,1.3559109812909607,0.9384909178725658,0.9516606205747385,1.3244889660651196,1.2954999598060954,1.3122830754478465,1.242773447701649,1.1434788040625787,1.0438510784888373,1.2525998638423705,0.9580658256213317,0.9752016264189749,1.3197402584636744,1.1942953461229664,1.197645849868881,1.6500644169325032,1.020345471393414,1.2449879354173041,1.3023955862250571,0.9518444594295788,1.4041795252646785,1.0618497516259147,1.435358813280641,1.5679250315016415,1.0887895195540493,1.1102700325712112,1.079014835134605,1.7458025377591189,1.3120329409674225,1.7081482823744385,1.9004940226553158,1.277412099813073,0.5414146267312907,1.2485724067417674,1.4145001339338354,1.0325511302903398,0.9696626291541299,1.0741017966973128,1.2850308736419058,1.6433350647945355,0.987212736599069,1.2677674462141255,1.3596380976027522,1.2170894036523838,1.1925092093523544,0.6468522910101776,1.2316185638101755,1.0800711757339494,1.061154932685538,1.423504241671701,1.2734430025309549,1.2090616700095176,1.273742758650978,1.3548507262877534,1.140330047957613,1.2633944563951953,0.9958693801954482,0.5736245153114979,1.2230317556821353,1.2877048350362545,1.0948549818929836,1.1418796332867507,1.137296527265643,1.0571922255566955,1.3302434001754182,1.2639432164702176,1.5230757764910794,1.2476740765886656,1.288807323402187,0.9029003195848517,0.5237799549402133,1.4387978350308375,1.6882947885284187,1.3060082691516752
Bangladesh,0.5919059575943886,1.3294480491394833,0.7735070233379434,1.609523950916917,1.0,1.0585688193810598,0.7440613106512937,0.2896845817284429,1.080948079833648,0.4933631832714654,0.31606625227959256,0.6453744753925656,0.8643739857384294,0.5543834882052965,0.6286533061653758,0.8070308403360706,0.348049603431456,0.6926582582807517,0.613797009259724,0.7815555050439656,0.4727444334913231,0.7601598209392884,0.6722293364191427,0.5857118873221503,0.7858192268522877,0.9017479064749447,0.6784873311953634,0.7485019167548124,0.8706967097345446,0.3881021153201767,0.5365909029525522,0.5759722706443191,0.4175098350559073,0.5927887140003847,0.6588463636813668,1.0104688927093997,1.017593229846636,1.7577795885471343,0.5286461431929601,1.2240359064581752,0.3740463395561369,0.41921598348907807,0.5648208112622152,0.6910362370994619,0.5303829761753798,0.46737229847546014,1.3326453367469853,0.8669702445591175,0.5836131845007453,0.3366846591864217,0.8173545775199813,0.6015972641396292,1.0935318302435413,0.43711298555464484,0.9804986113929217,0.979072938725657,0.48603251546049914,0.27706461571008956,0.5945683893766208,0.44052632686715665,0.37174044933555483,0.5209840786263491,0.8077741535666267,0.6195914951893895,1.311811713923071,0.700401960905009,0.6552920092984484,0.6431442290511737,0.9735881664280851,0.8645362666768299,0.5031745755395363,0.8491769300438227,0.6256201703789546,0.503203214720434,0.2983382904267535,1.0759043847540972,0.9455294673581954,1.3510472336023747,1.134340841804484,0.8662984426096451,0.4641732378136501
Belarus,0.5409706014983382,0.42548278975934545,0.6371440708140967,0.5172223803909465,1.0585688193810598,1.0,0.7678525757165531,0.9165362503611759,0.6068796013768799,0.47959961851880184,0.8637050642901781,0.6768873422098433,0.7700010914303137,0.6648882341106208,0.9154754916690189,0.517917946084201,0.8739158107917755,0.5044957255650386,0.512111340680016,0.7713355753966555,0.5862374611686931,0.7433088828825144,0.9549932765085236,0.4536892489383953,0.6980500864598199,0.7707598282350272,0.609878701133131,0.767312019599477,0.7934235721477877,0.8979083293291265,0.8707360359251186,0.5772824646772203,0.7948601053579087,0.6361801505250029,1.041609938226783,0.7967767806586146,1.038809050573931,1.3671490998809817,0.7735782525685813,0.4831332539245281,0.8173250775389318,0.8692992593651702,0.6283412119453762,0.49585441317563433,0.446717648641802,0.6495868200498899,1.1535461901193764,0.7040231293537317,0.71322189274246,0.7825387806026303,0.6857632174544619,0.6131446432726129,0.44149420712836623,0.5946890503768685,0.6139545167019396,0.6114572160667788,0.8838589842654513,0.8864515333995121,0.7263171148124306,0.7295179671534069,0.8282949852907172,0.5031409943752457,0.6937050059617539,0.5347089153620442,0.48330982489651064,0.6502281026437252,0.7306427327541956,0.5274946086856773,0.7086410455597459,0.6881789952994516,0.7175242563425737,0.8313847348435817,0.7355049003974253,0.86693868465226,0.7307968233396387,0.8153875855677186,0.5595237986693623,0.44020517470567755,0.9409278880280814,1.054911749693249,0.8494376540534551
Belgium,0.5215930577801801,1.0037205628855692,0.5332877117141028,1.3292609541868752,0.7440613106512937,0.7678525757165531,1.0,0.7712256152252356,0.8011952900904571,0.6128206716305389,0.723573499966491,0.24248121763288008,0.2602102533933198,0.591444087082992,1.2785488326293561,0.5847340720308201,0.61564604660942,0.3452642719427223,0.398746141527689,0.06971980955523005,0.6177743307192798,0.5446424529839778,0.36311912227640386,0.65688490840122,0.10191243951995804,0.16682214396390546,1.0480259051752676,0.1930661170712678,1.0680969763279058,0.4555454680350446,0.3720317364200984,0.34849930640569743,0.6852938792212381,0.8956928649440357,0.4742319336157129,0.33031237528929536,0.33857691840942333,0.6165942161796536,0.39147428320225774,1.0619524481648774,0.839028666893225,0.42899287677569736,0.8609981656343109,0.6610904495855845,0.7399729476647892,0.48366799398545335,0.4465345215054677,1.494816966515034,0.2772170982756821,0.9843235288226644,0.15997245239106497,0.5365216761628051,0.7544579614484341,0.43005698274458487,0.39403292963539593,0.5920254394312114,0.41621280905934377,0.7622961201101279,0.9127437952423181,0.7209270506456658,0.5969060466665406,0.5134294549038245,0.22960952922147823,0.8095175413845304,0.9899803755642268,0.473581713614533,0.19880584939990945,0.37487436920053935,0.41403763902776747,0.2313071826237939,0.9713082928021639,0.22543381377921762,0.33389195781156294,0.48921835595722796,0.5718972367360448,0.2745560518593212,0.4961779162438775,0.9257407025927039,0.37811455610071654,0.3676257051924738,0.8647486836121687
Bolivia,0.45840677078972303,1.0431701301665048,0.6353853767571764,1.3559109812909607,0.2896845817284429,0.9165362503611759,0.7712256152252356,1.0,0.8563261592321061,0.41952999136774616,0.3135544108758978,0.6554021960113066,0.9564762546735763,0.3648258157073576,0.5708114490767922,0.674179050375382,0.25111075344102035,0.6516983821501857,0.45868900966464227,0.8188192235616891,0.3453652514666781,0.6089984127847203,0.692492208127067,0.4882186065143401,0.8119840990299388,0.9526006778074163,0.5651862335554565,0.7621931048613966,0.7249851744001606,0.3349141216061394,0.5237019791046732,0.4266654279143292,0.2500303124008979,0.4024817572097563,0.6491733501025523,1.1372011813411238,1.0216165235989791,1.8110896866717356,0.46339039122584164,0.981090720207177,0.27347911952978665,0.3995951922810511,0.4076682045611248,0.5293238733351617,0.474364262894598,0.436173639190095,1.370292907149117,0.7546922924243544,0.5793405465343533,0.38252782081236525,0.846021060286632,0.46641431179813614,0.8461421234680071,0.29800952836084615,0.9699825229320455,0.9205331669848774,0.3852279534570629,0.22138122838872884,0.4526828804416201,0.2652374295094775,0.21764386291098137,0.43293284156785544,0.8116428014699482,0.5068885393816064,1.1513719664154256,0.6243615389296395,0.622672704813449,0.48776016667101785,0.9651257081058489,0.8836616236752185,0.3207760772089004,0.9121362819745612,0.6455498511913718,0.41306031449939423,0.2277323847800089,1.110056494570623,0.781705638891983,1.2214375051434296,1.2383620350190738,0.9015760181227845,0.34646713801560514
Brazil,0.7296053592439204,0.6420699403019046,0.39692648403125674,0.9384909178725658,1.080948079833648,0.6068796013768799,0.8011952900904571,0.8563261592321061,1.0,0.8293204458739638,0.9155212827039296,0.7268982669829378,0.6989823740468799,0.598444143615583,1.1724494061926658,0.36102237346609833,0.7866415045247364,0.5541384953870679,0.48330076167765335,0.7722304574190891,0.6594826801388226,0.4471439676635936,1.0114540902703695,0.7298961918802294,0.7297906649899216,0.8280032221483511,0.7516601811322325,0.8211163365883989,1.03742916291375,0.8576879892488449,0.9438346734231575,0.5000618598963223,0.9154206358670511,0.729508272850917,1.0209018194718815,0.792212126107642,1.1120291415590002,1.2974929538401119,0.8009529013615653,0.6873287475222156,0.8560461625461678,0.8106009960997914,0.6489569961616917,0.6355120425594649,0.771462254676524,0.6157744232768692,1.107417989642049,0.8240765983895822,0.8152587026764622,0.9308013803730864,0.7559311077003246,0.6125494913619154,0.4999842412377611,0.7343558948731181,0.5884937424760625,0.5138661984025648,0.8715938229225932,0.9373068915816857,0.609010678813194,0.6258719376562214,0.7348045283681426,0.5813512267615895,0.7800097113133966,0.6944172578826946,0.5969877830921684,0.5583596898396126,0.6857733403343309,0.5584444097129189,0.46802460435235166,0.6856503267221916,0.7694241788193894,0.7889276942689952,0.701657192205742,0.780522650720745,0.7642171880100308,0.8314126745053971,0.5133581921030361,0.6687761267614102,0.8494922888089617,1.1396842335793747,0.844472165078177
Bulgaria,0.27406633930122326,0.7526537653495549,0.5570740082091402,0.9516606205747385,0.4933631832714654,0.47959961851880184,0.6128206716305389,0.41952999136774616,0.8293204458739638,1.0,0.39245328382787403,0.49975975207575796,0.6890459824227438,0.39308351758141574,0.42689691764606785,0.5859414509633737,0.4110785605551859,0.4554697248423386,0.3862779928403541,0.633228756871552,0.26282818066487235,0.7693060611099174,0.6354115195085865,0.3089409092786733,0.6060459891679382,0.6804652031203607,0.4413163195178408,0.6377163308202185,0.5401225830729144,0.4553609737861588,0.5220020150938793,0.374545694586492,0.4058963961453514,0.34978855587295876,0.6486466767740955,0.80647873811871,0.8537469238563796,1.4351031328361397,0.4887467336377715,0.763878696129402,0.3601410495375028,0.4699841213080289,0.43694932623911253,0.32217939854322186,0.2511923854843836,0.4513229071313696,1.1191869536615693,0.6451155932636798,0.4644207136816403,0.39970531967400597,0.6210423690706097,0.4279797893896345,0.636629482875745,0.3167711474743865,0.7599259053654861,0.814634658183286,0.48343919477879177,0.3939001905859195,0.43405552877220616,0.4242031210908288,0.42601728541290235,0.34041906511666065,0.6298864357758027,0.30676051107412294,0.8216510626570815,0.579938873762897,0.5528380978422377,0.35582102266988697,0.7409815620290239,0.7100050323434097,0.330968499786714,0.6734635202834678,0.5447322325711624,0.49840334327671304,0.3696899123385027,0.757056271132018,0.6194637866272815,0.8055498361012576,0.9562755616638099,0.8166483541197402,0.4660020953394842
